#from vertex, to vertex, sense, max rise delay mean, max rise delay sigma, max fall delay mean, max fall delay sigma, min rise delay mean, min rise delay sigma, min fall delay mean, min fall delay sigma
EmInst_3010/EmInst_798/Y,EmInst_3010/EmInst_851/A,pos_unate,2.1e-05,0,2.1e-05,0,2.1e-05,0,2.1e-05,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2164/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2307/S0,pos_unate,0.00077,0,0.00077,0,0.00077,0,0.00077,0
EmInst_764/CK,EmInst_764/Q,rising_edge,0.239213,0.0149000004940599,0.252527,0.0208356123392427,0.239015,0.00302127996595145,0.252288,0.00449673202600024
EmInst_3013/EmInst_2712/EmInst_1350/Y,EmInst_3013/EmInst_2712/EmInst_1675/D,pos_unate,0.000902,0,0.000902,0,0.000902,0,0.000902,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2762/S0,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2762/Y,neg_unate,0.141134,0.0179532028624726,0.140548,0.0146982925401427,0.071587,0.00626695974847242,0.050043,0.00124245436813193
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2762/S0,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2762/Y,pos_unate,0.141134,0.0179532028624726,0.140548,0.0146982925401427,0.071587,0.00626695974847242,0.050043,0.00124245436813193
EmInst_3012/EmInst_2937/Y,EmInst_3012/EmInst_2956/A,pos_unate,2.2e-05,0,2.2e-05,0,2.2e-05,0,2.2e-05,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2030/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2421/B,pos_unate,0.000288,0,0.000288,0,0.000288,0,0.000288,0
EmInst_704/A,EmInst_704/Y,pos_unate,0.18683,0.029728427939758,0.197419,0.0174091324664484,0.18683,0.0123822574029043,0.197419,0.00798447783392404
EmInst_3013/EmInst_2712/EmInst_1027/Y,EmInst_3013/EmInst_2712/EmInst_1037/B,pos_unate,0.00129,0,0.00129,0,0.00129,0,0.00129,0
EmInst_3013/EmInst_2712/EmInst_1680/Q,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2081/A,pos_unate,0.000292,0,0.000292,0,0.000292,0,0.000292,0
EmInst_212/Y,EmInst_3013/EmInst_2712/EmInst_1512/CK,pos_unate,0.00097,0,0.00097,0,0.00097,0,0.00097,0
EmInst_3010/EmInst_1630/EmInst_2842/Y,EmInst_3010/EmInst_1630/EmInst_2874/B,pos_unate,7e-05,0,7e-05,0,7e-05,0,7e-05,0
EmInst_2977/Q,EmInst_306/D,pos_unate,0.00097,0,0.00097,0,0.00097,0,0.00097,0
EmInst_629/B,EmInst_629/Y,neg_unate,0.11959,0.00822806408736504,0.107939,0.0118614355752546,0.11959,0.00088844955164736,0.107939,0.0106282789466654
EmInst_3013/EmInst_2712/EmInst_1005/Y,EmInst_3013/EmInst_2712/EmInst_1278/E,pos_unate,0.00082,0,0.00082,0,0.00082,0,0.00082,0
EmInst_3010/EmInst_787/Y,EmInst_3010/EmInst_794/A,pos_unate,3.6e-05,0,3.6e-05,0,3.6e-05,0,3.6e-05,0
EmInst_670/A0N,EmInst_670/Y,pos_unate,0.257751,0.0213525884917449,0.26589,0.0327870648685749,0.257751,0.00328449795861793,0.26589,0.0143848152704029
EmInst_3013/EmInst_2712/EmInst_1012/Y,EmInst_3013/EmInst_2712/EmInst_1517/E,pos_unate,0.000877,0,0.000877,0,0.000877,0,0.000877,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2515/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2730/B,pos_unate,0.000288,0,0.000288,0,0.000288,0,0.000288,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2541/S0,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2541/Y,neg_unate,0.169211,0.0148977920263022,0.187711,0.0117658624516092,0.131943,0.0111712580685952,0.117179,0.00353365433515658
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2541/S0,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2541/Y,pos_unate,0.169211,0.0148977920263022,0.187711,0.0117658624516092,0.131943,0.0111712580685952,0.117179,0.00353365433515658
EmInst_3013/EmInst_2712/EmInst_1282/Q,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2240/A,pos_unate,0.000232,0,0.000232,0,0.000232,0,0.000232,0
EmInst_3013/EmInst_2712/EmInst_1231/Y,EmInst_3013/EmInst_2712/EmInst_1340/D,pos_unate,0.000902,0,0.000902,0,0.000902,0,0.000902,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_1946/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2276/A,pos_unate,0.000215,0,0.000215,0,0.000215,0,0.000215,0
EmInst_3013/EmInst_2712/EmInst_1019/Y,EmInst_3013/EmInst_2712/EmInst_1067/A,pos_unate,0.001327,0,0.001327,0,0.001327,0,0.001327,0
EmInst_3014/EmInst_1873/Y,EmInst_400/B,pos_unate,0.000172,0,0.000172,0,0.000172,0,0.000172,0
EmInst_203/Y,EmInst_55/CK,pos_unate,0.004363,0,0.004369,0,0.004363,0,0.004369,0
EmInst_3013/EmInst_2712/EmInst_941/A,EmInst_3013/EmInst_2712/EmInst_941/Y,pos_unate,0.156375,0.0295829032653135,0.166028,0.0200321437469653,0.156375,0.0154801683962037,0.166028,0.0075143341827543
EmInst_2998/Y,EmInst_3003/RN,pos_unate,0.000108,0,0.000108,0,0.000108,0,0.000108,0
EmInst_329/Y,EmInst_371/B,pos_unate,0.000107,0,0.000107,0,0.000107,0,0.000107,0
EmInst_3013/EmInst_2712/EmInst_1015/Y,EmInst_3013/EmInst_2712/EmInst_1372/E,pos_unate,0.000877,0,0.000877,0,0.000877,0,0.000877,0
EmInst_744/Q,EmInst_20/A,pos_unate,0.000176,0,0.000176,0,0.000176,0,0.000176,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2151/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2471/B,pos_unate,0.000288,0,0.000288,0,0.000288,0,0.000288,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2071/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2257/S0,pos_unate,0.000978,0,0.000978,0,0.000978,0,0.000978,0
EmInst_3013/EmInst_2712/EmInst_1394/Q,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2329/B,pos_unate,0.000228,0,0.000228,0,0.000228,0,0.000228,0
EmInst_309/Q,EmInst_91/A,pos_unate,3.7e-05,0,3.7e-05,0,3.7e-05,0,3.7e-05,0
EmInst_263/A0,EmInst_263/Y,neg_unate,0.266658,0.0293079477487406,0.137874,0.0138380100883473,0.266658,0.0170137244971292,0.137875,0.0115776312238463
EmInst_215/Y,EmInst_3013/EmInst_2712/EmInst_1283/CK,pos_unate,0.000871,0,0.000871,0,0.000871,0,0.000871,0
EmInst_208/Y,EmInst_3013/EmInst_2712/EmInst_1670/CK,pos_unate,0.000966,0,0.000966,0,0.000966,0,0.000966,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2308/S0,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2308/Y,neg_unate,0.136865,0.0120499630974337,0.149629,0.00937885490339849,0.112506,0.0095255796841467,0.091285,0.00275279389638731
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2308/S0,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2308/Y,pos_unate,0.136865,0.0120499630974337,0.149629,0.00937885490339849,0.112506,0.0095255796841467,0.091285,0.00275279389638731
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2391/S0,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2391/Y,neg_unate,0.153675,0.0135299607569366,0.167983,0.010529297016204,0.121516,0.0102884320916109,0.105655,0.00318613615734021
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2391/S0,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2391/Y,pos_unate,0.153675,0.0135299607569366,0.167983,0.010529297016204,0.121516,0.0102884320916109,0.105655,0.00318613615734021
EmInst_203/Y,EmInst_2991/CK,pos_unate,0.007565,0,0.007573,0,0.007565,0,0.007573,0
EmInst_474/Y,EmInst_544/A0N,pos_unate,1.4e-05,0,1.4e-05,0,1.4e-05,0,1.4e-05,0
EmInst_657/Y,EmInst_665/A,pos_unate,4.6e-05,0,4.6e-05,0,4.6e-05,0,4.6e-05,0
EmInst_3013/EmInst_2712/EmInst_948/A,EmInst_3013/EmInst_2712/EmInst_948/Y,neg_unate,0.141451,0.00936579260368955,0.124953,0.0190594791867593,0.141451,0.00292921905001196,0.124953,0.0105226701796249
EmInst_3010/EmInst_1630/EmInst_2853/Y,EmInst_3010/EmInst_1630/EmInst_2869/B,pos_unate,5e-05,0,5e-05,0,5e-05,0,5e-05,0
EmInst_3013/EmInst_2712/EmInst_1196/Q,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_1976/B,pos_unate,0.000228,0,0.000228,0,0.000228,0,0.000228,0
EmInst_3013/EmInst_2712/EmInst_1104/Q,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2280/A,pos_unate,0.000292,0,0.000292,0,0.000292,0,0.000292,0
EmInst_3014/EmInst_1862/Y,EmInst_3014/EmInst_1868/A,pos_unate,0.000115,0,0.000115,0,0.000115,0,0.000115,0
EmInst_135/Y,EmInst_261/A1,pos_unate,0.001281,0,0.001281,0,0.001281,0,0.001281,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_1964/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2038/A,pos_unate,0.001198,0,0.001198,0,0.001198,0,0.001198,0
EmInst_3010/EmInst_825/Y,EmInst_3010/EmInst_849/B0,pos_unate,1.5e-05,0,1.5e-05,0,1.5e-05,0,1.5e-05,0
EmInst_3010/EmInst_772/Y,EmInst_3010/EmInst_788/AN,pos_unate,5e-06,0,5e-06,0,5e-06,0,5e-06,0
EmInst_3013/EmInst_2712/EmInst_1774/Q,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_1910/A,pos_unate,0.000225,0,0.000225,0,0.000225,0,0.000225,0
EmInst_3010/EmInst_1631/EmInst_2615/Y,EmInst_3010/EmInst_1631/EmInst_2635/B,pos_unate,8.5e-05,0,8.5e-05,0,8.5e-05,0,8.5e-05,0
EmInst_3013/EmInst_2712/EmInst_1212/A,EmInst_3013/EmInst_2712/EmInst_1212/Y,pos_unate,0.131597,0.00765400814596483,0.129653,0.0116885216164239,0.131597,0.00662571605236702,0.129653,0.00376269970380662
EmInst_278/Y,EmInst_488/A,pos_unate,4e-05,0,4e-05,0,4e-05,0,4e-05,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2089/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2516/A,pos_unate,0.000292,0,0.000292,0,0.000292,0,0.000292,0
EmInst_3010/EmInst_815/Y,EmInst_3010/EmInst_1631/EmInst_1650/B,pos_unate,1.8e-05,0,1.8e-05,0,1.8e-05,0,1.8e-05,0
EmInst_3013/EmInst_2712/EmInst_1249/Y,EmInst_3013/EmInst_2712/EmInst_1462/D,pos_unate,0.000833,0,0.000833,0,0.000833,0,0.000833,0
EmInst_3000/Q,EmInst_492/B,pos_unate,0.000653,0,0.000653,0,0.000653,0,0.000653,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2343/A,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2343/Y,neg_unate,0.060719,0.00411109612236866,0.054597,0.00236307864188607,0.060719,0.00330857754022881,0.054597,0.00201407086379601
EmInst_3010/EmInst_802/Y,EmInst_3010/EmInst_852/A,pos_unate,1.5e-05,0,1.5e-05,0,1.5e-05,0,1.5e-05,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2331/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2492/A,pos_unate,0.000292,0,0.000292,0,0.000292,0,0.000292,0
EmInst_3013/EmInst_2712/EmInst_1218/Y,EmInst_3013/EmInst_2712/EmInst_1258/A,pos_unate,0.000843,0,0.000843,0,0.000843,0,0.000843,0
EmInst_3010/EmInst_1630/EmInst_2850/Y,EmInst_3010/EmInst_1630/EmInst_2860/A,pos_unate,3.1e-05,0,3.1e-05,0,3.1e-05,0,3.1e-05,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2456/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2528/A,pos_unate,0.000292,0,0.000292,0,0.000292,0,0.000292,0
EmInst_3013/EmInst_2712/EmInst_1074/Q,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2273/B,pos_unate,0.000288,0,0.000288,0,0.000288,0,0.000288,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_1945/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2265/A,pos_unate,0.000215,0,0.000215,0,0.000215,0,0.000215,0
EmInst_3008/EmInst_2680/Y,EmInst_336/A,pos_unate,3.3e-05,0,3.3e-05,0,3.3e-05,0,3.3e-05,0
EmInst_3013/EmInst_2712/EmInst_994/Y,EmInst_3013/EmInst_2712/EmInst_1163/E,pos_unate,0.000872,0,0.000872,0,0.000872,0,0.000872,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_1989/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2167/S0,pos_unate,0.001152,0,0.001152,0,0.001152,0,0.001152,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2435/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2545/A,pos_unate,0.000292,0,0.000292,0,0.000292,0,0.000292,0
EmInst_347/Y,EmInst_380/A1,pos_unate,4.1e-05,0,4.1e-05,0,4.1e-05,0,4.1e-05,0
EmInst_3013/EmInst_2712/EmInst_1375/Q,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_1917/A,pos_unate,0.000225,0,0.000225,0,0.000225,0,0.000225,0
EmInst_3010/EmInst_1631/EmInst_2585/Y,EmInst_3010/EmInst_1631/EmInst_2597/A,pos_unate,1e-05,0,1e-05,0,1e-05,0,1e-05,0
EmInst_3010/EmInst_1582/Y,EmInst_3010/EmInst_1602/A,pos_unate,3.1e-05,0,3.1e-05,0,3.1e-05,0,3.1e-05,0
EmInst_212/Y,EmInst_3013/EmInst_2712/EmInst_1482/CK,pos_unate,0.00097,0,0.00097,0,0.00097,0,0.00097,0
EmInst_3008/EmInst_2657/Y,EmInst_3008/EmInst_2673/A,pos_unate,1.2e-05,0,1.2e-05,0,1.2e-05,0,1.2e-05,0
EmInst_3013/EmInst_2712/EmInst_1046/Y,EmInst_3013/EmInst_2712/EmInst_1317/E,pos_unate,0.000877,0,0.000877,0,0.000877,0,0.000877,0
EmInst_3013/EmInst_2712/EmInst_1221/Y,EmInst_3013/EmInst_2712/EmInst_1251/D,pos_unate,0.000857,0,0.000857,0,0.000857,0,0.000857,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2497/S0,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2497/Y,neg_unate,0.162346,0.0142933789428705,0.179096,0.0112258679652945,0.125915,0.0106608835611375,0.112021,0.00337810949298574
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2497/S0,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2497/Y,pos_unate,0.162346,0.0142933789428705,0.179096,0.0112258679652945,0.125915,0.0106608835611375,0.112021,0.00337810949298574
EmInst_446/Y,EmInst_2975/B0,pos_unate,1e-05,0,1e-05,0,1e-05,0,1e-05,0
EmInst_3013/EmInst_2712/EmInst_993/Y,EmInst_3013/EmInst_2712/EmInst_2653/E,pos_unate,0.000877,0,0.000877,0,0.000877,0,0.000877,0
portain[6],EmInst_61/D0,pos_unate,0.014723,0,0.014723,0,0.014723,0,0.014723,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2008/A,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2008/Y,pos_unate,0.26863,0.0374244142783762,0.241451,0.0197983216105812,0.268417,0.0173388202010833,0.241449,0.00159714314954929
EmInst_2995/Q,EmInst_2/AN,pos_unate,0.000294,0,0.000294,0,0.000294,0,0.000294,0
EmInst_3013/EmInst_2712/EmInst_942/A,EmInst_3013/EmInst_2712/EmInst_942/Y,pos_unate,0.143443,0.00880319640800334,0.151924,0.0102796812725034,0.143443,0.00766936476656765,0.151924,0.00749648101387848
EmInst_2992/Y,EmInst_2997/A,pos_unate,1.8e-05,0,1.8e-05,0,1.8e-05,0,1.8e-05,0
EmInst_3010/EmInst_1630/EmInst_2902/Y,EmInst_3010/EmInst_1630/EmInst_2918/A,pos_unate,2.4e-05,0,2.4e-05,0,2.4e-05,0,2.4e-05,0
EmInst_203/Y,EmInst_748/CK,pos_unate,0.007668,0,0.007676,0,0.007668,0,0.007676,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2323/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2537/A,pos_unate,0.000292,0,0.000292,0,0.000292,0,0.000292,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2474/S0,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2474/Y,neg_unate,0.154017,0.0135600713577427,0.168412,0.0105561870492428,0.119214,0.0100935279582055,0.105913,0.00319391641505252
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2474/S0,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2474/Y,pos_unate,0.154017,0.0135600713577427,0.168412,0.0105561870492428,0.119214,0.0100935279582055,0.105913,0.00319391641505252
EmInst_519/Y,EmInst_557/A,pos_unate,9.5e-05,0,9.5e-05,0,9.5e-05,0,9.5e-05,0
EmInst_3014/EmInst_1851/Y,EmInst_3014/EmInst_1871/A0,pos_unate,2.8e-05,0,2.8e-05,0,2.8e-05,0,2.8e-05,0
EmInst_3013/EmInst_2712/EmInst_1229/Y,EmInst_3013/EmInst_2712/EmInst_1336/D,pos_unate,0.000902,0,0.000902,0,0.000902,0,0.000902,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2035/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2187/A,pos_unate,0.001026,0,0.001026,0,0.001026,0,0.001026,0
EmInst_3009/EmInst_913/Y,EmInst_3009/EmInst_915/B,pos_unate,8e-06,0,8e-06,0,8e-06,0,8e-06,0
EmInst_288/CK,EmInst_288/Q,rising_edge,0.239722,0.0149317048757259,0.252931,0.0208689457546203,0.239546,0.00302799209557478,0.252717,0.00450437843819248
EmInst_247/Y,EmInst_289/E,pos_unate,0.000634,0,0.000681,0,0.000634,0,0.000681,0
EmInst_3013/EmInst_2712/EmInst_1357/Q,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2015/A,pos_unate,0.00018,0,0.00018,0,0.00018,0,0.00018,0
EmInst_3013/EmInst_2712/EmInst_1007/Y,EmInst_3013/EmInst_2712/EmInst_1770/E,pos_unate,0.000877,0,0.000877,0,0.000877,0,0.000877,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2789/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2831/A,pos_unate,0.000292,0,0.000292,0,0.000292,0,0.000292,0
EmInst_3014/EmInst_1890/A,EmInst_3014/EmInst_1890/Y,neg_unate,0.084963,0.0112596431386877,0.113854,0.0111125532131066,0.082713,0.00758595785720567,0.113853,0.0104003821606169
EmInst_3010/EmInst_1630/EmInst_2864/Y,EmInst_3010/EmInst_1630/EmInst_2900/A,pos_unate,9.2e-05,0,9.2e-05,0,9.2e-05,0,9.2e-05,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2088/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2517/B,pos_unate,0.000288,0,0.000288,0,0.000288,0,0.000288,0
EmInst_411/Y,EmInst_435/A,pos_unate,0.000161,0,0.000161,0,0.000161,0,0.000161,0
EmInst_3013/EmInst_2712/EmInst_1093/Y,EmInst_3013/EmInst_2712/EmInst_1206/D,pos_unate,0.000927,0,0.000927,0,0.000927,0,0.000927,0
EmInst_247/Y,EmInst_291/E,pos_unate,0.0007,0,0.000709,0,0.0007,0,0.000709,0
EmInst_3013/EmInst_2712/EmInst_1412/Q,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2138/B,pos_unate,0.000288,0,0.000288,0,0.000288,0,0.000288,0
EmInst_404/Y,EmInst_469/A,pos_unate,1.4e-05,0,1.4e-05,0,1.4e-05,0,1.4e-05,0
EmInst_3013/EmInst_2712/EmInst_1369/Y,EmInst_3013/EmInst_2712/EmInst_1686/D,pos_unate,0.00082,0,0.00082,0,0.00082,0,0.00082,0
EmInst_201/Y,EmInst_3013/EmInst_2712/EmInst_1668/CK,pos_unate,0.000965,0,0.000965,0,0.000965,0,0.000965,0
EmInst_3013/EmInst_2712/EmInst_988/Y,EmInst_3013/EmInst_2712/EmInst_1011/A,pos_unate,0.001327,0,0.001327,0,0.001327,0,0.001327,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2023/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2204/A,pos_unate,0.000882,0,0.000882,0,0.000882,0,0.000882,0
EmInst_3010/EmInst_1630/EmInst_2884/A,EmInst_3010/EmInst_1630/EmInst_2884/Y,neg_unate,0.055733,0.00732497965610731,0.041624,0.00512512944152211,0.055733,0.00273701629460005,0.041624,0.00246064785396395
EmInst_3013/EmInst_2712/EmInst_1350/Y,EmInst_3013/EmInst_2712/EmInst_1710/D,pos_unate,0.000902,0,0.000902,0,0.000902,0,0.000902,0
EmInst_632/Y,EmInst_731/E,pos_unate,0.00219,0,0.002147,0,0.00219,0,0.002147,0
EmInst_3005/CK,EmInst_3005/Q,rising_edge,0.460595,0.0515924642463442,0.535407,0.0542754861697572,0.460595,0.0169794261639905,0.535407,0.0114452921160501
EmInst_3013/EmInst_2712/EmInst_971/Y,EmInst_3013/EmInst_2712/EmInst_1042/A,pos_unate,0.001227,0,0.001227,0,0.001227,0,0.001227,0
EmInst_3014/EmInst_1885/Y,EmInst_683/E,pos_unate,0.000994,0,0.000994,0,0.000994,0,0.000994,0
EmInst_440/A,EmInst_440/Y,neg_unate,0.109536,0.0143962997077381,0.097087,0.0119542437557433,0.100859,0.00495312878289464,0.081129,0.00479602872727852
EmInst_3013/EmInst_2712/EmInst_1086/Q,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2281/B,pos_unate,0.000288,0,0.000288,0,0.000288,0,0.000288,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2471/S0,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2471/Y,neg_unate,0.154262,0.0135816418173844,0.168951,0.0105899719625479,0.12173,0.0103065508946294,0.105946,0.00319491156429479
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2471/S0,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2471/Y,pos_unate,0.154262,0.0135816418173844,0.168951,0.0105899719625479,0.12173,0.0103065508946294,0.105946,0.00319491156429479
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2312/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2440/S0,pos_unate,0.000267,0,0.000267,0,0.000267,0,0.000267,0
EmInst_3013/EmInst_2712/EmInst_999/Y,EmInst_3013/EmInst_2712/EmInst_1469/E,pos_unate,0.000877,0,0.000877,0,0.000877,0,0.000877,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2732/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2799/B,pos_unate,0.000228,0,0.000228,0,0.000228,0,0.000228,0
EmInst_3013/EmInst_2712/EmInst_1055/Y,EmInst_3013/EmInst_2712/EmInst_1142/E,pos_unate,0.000872,0,0.000872,0,0.000872,0,0.000872,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2779/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2811/A,pos_unate,0.000535,0,0.000535,0,0.000535,0,0.000535,0
EmInst_3013/EmInst_2712/EmInst_1258/Y,EmInst_3013/EmInst_2712/EmInst_1384/D,pos_unate,0.000902,0,0.000902,0,0.000902,0,0.000902,0
EmInst_29/Y,EmInst_587/B,pos_unate,0.000231,0,0.000231,0,0.000231,0,0.000231,0
EmInst_3001/QN,EmInst_148/A,pos_unate,0.000128,0,0.000128,0,0.000128,0,0.000128,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2188/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2366/S0,pos_unate,0.00107,0,0.00107,0,0.00107,0,0.00107,0
EmInst_3013/EmInst_2712/EmInst_947/Y,EmInst_3013/EmInst_2712/EmInst_983/B,pos_unate,0.000913,0,0.000913,0,0.000913,0,0.000913,0
EmInst_3013/EmInst_2712/EmInst_1070/Y,EmInst_3013/EmInst_2712/EmInst_1139/D,pos_unate,0.000927,0,0.000927,0,0.000927,0,0.000927,0
EmInst_563/Y,EmInst_569/A1,pos_unate,0.00011,0,0.00011,0,0.00011,0,0.00011,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2135/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2418/A,pos_unate,0.000803,0,0.000803,0,0.000803,0,0.000803,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2303/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2432/S0,pos_unate,0.001679,0,0.001679,0,0.001679,0,0.001679,0
EmInst_3009/EmInst_908/Y,EmInst_3009/EmInst_910/A,pos_unate,3.2e-05,0,3.2e-05,0,3.2e-05,0,3.2e-05,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2019/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2381/A,pos_unate,0.000292,0,0.000292,0,0.000292,0,0.000292,0
EmInst_3013/EmInst_2712/EmInst_992/Y,EmInst_3013/EmInst_2712/EmInst_1486/E,pos_unate,0.000877,0,0.000877,0,0.000877,0,0.000877,0
EmInst_3010/EmInst_783/Y,EmInst_3010/EmInst_827/B,pos_unate,3.4e-05,0,3.4e-05,0,3.4e-05,0,3.4e-05,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2134/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2337/S0,pos_unate,0.00077,0,0.00077,0,0.00077,0,0.00077,0
EmInst_3010/EmInst_1621/Y,EmInst_701/A,pos_unate,0.000101,0,0.000101,0,0.000101,0,0.000101,0
EmInst_140/Y,EmInst_187/A,pos_unate,0.000903,0,0.000902,0,0.000903,0,0.000902,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_1928/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2157/B,pos_unate,0.000288,0,0.000288,0,0.000288,0,0.000288,0
EmInst_3013/EmInst_2712/EmInst_1755/Q,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2079/A,pos_unate,0.000292,0,0.000292,0,0.000292,0,0.000292,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_1941/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2377/A,pos_unate,0.000292,0,0.000292,0,0.000292,0,0.000292,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2204/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2503/S0,pos_unate,0.00107,0,0.00107,0,0.00107,0,0.00107,0
EmInst_3010/EmInst_858/Y,EmInst_3010/EmInst_1549/B,pos_unate,7.9e-05,0,7.9e-05,0,7.9e-05,0,7.9e-05,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2314/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2494/A,pos_unate,0.000292,0,0.000292,0,0.000292,0,0.000292,0
